id_venta,fecha,rut_cliente,id_producto,cantidad,monto_neto,canal,vendedor,tipo_documento
F-011725,10-11-2025,72573458-4,SKU-1034,31,185690,Televenta,V-06,VENTA
F-009431,2025-10-07,72537492-8,SKU-1010,35,69650,Tienda,V-05,VENTA
F-000508,2025-07-12,78.934.391-2,SKU-1003,37,480630,Distribuidor,V-04,VENTA
F-006148,2025-08-31,75804200-K,SKU-1017,54,485460,Ecommerce,V-05,VENTA
F-010802,21-07-2025,71634481-8,SKU-1012,47,-610530,Ecommerce,V-06,VENTA
F-006487,01/03/25,79.808.856-2,SKU-1009,52,675480,Distribuidor,V-01,VENTA
F-009425,2025-07-25,75.346.013-K,SKU-1022,25,149750,Distribuidor,V-02,VENTA
F-013544,18-01-2025,72537492-8,SKU-1033,26,155740,Televenta,V-06,VENTA
F-001588,2025-10-06,79.808.856-2,SKU-1013,6,53940,Distribuidor,V-06,VENTA
F-001862,2025-10-17,72573458-4,SKU-1017,51,177990,Distribuidor,V-01,VENTA
F-010850,24-09-2025,77.577.833-5,SKU-1003,54,485460,Tienda,V-01,VENTA
F-013992,2025-12-31,78980980-6,SKU-1025,43,2149570,Tienda,V-05,VENTA
F-009178,2025-02-16,712759703,SKU-1004,19,949810,Televenta,V-05,VENTA
F-009165,23/06/25,72537492-8,SKU-1025,48,1199520,Distribuidor,V-01,VENTA
F-009943,03/02/25,76497584-4,SKU-1008,47,2349530,Distribuidor,V-02,VENTA
F-013901,10/07/25,76476979-9,SKU-1015,49,440510,Televenta,V-04,VENTA
F-012367,07-06-2025,76476979-9,SKU-1018,46,275540,Distribuidor,V-06,VENTA
F-004031,29/05/25,73660589-5,SKU-1020,5,17450,Distribuidor,V-05,VENTA
F-003432,24-06-2025,77.577.833-5,SKU-1013,47,281530,Tienda,V-02,VENTA
F-004989,23/02/25,725374928,SKU-1029,16,55840,Ecommerce,V-03,VENTA
F-000812,2025-03-18,79126480-2,SKU-1027,26,233740,Ecommerce,V-03,VENTA
F-001322,14/09/25,72.048.560-8,SKU-1023,3,74970,Distribuidor,V-01,VENTA
F-002598,2025-09-20,72.537.492-8,SKU-1001,59,117410,Ecommerce,V-02,VENTA
F-002644,2025-06-12,785367027,SKU-1037,43,1074570,Ecommerce,V-01,VENTA
F-013501,15/06/25,79126480-2,SKU-1032,25,1249750,Ecommerce,V-05,VENTA
F-011995,14-08-2025,76476979-9,SKU-1018,37,73630,Tienda,V-03,VENTA
F-005775,23/10/25,76.068.682-1,SKU-1031,17,101830,Tienda,NULL,VENTA
F-009022,18/05/25,78934391-2,SKU-1008,1,1990,Tienda,V-06,VENTA
F-002464,2025-06-19,77185397-9,SKU-1003,58,2899420,Distribuidor,V-05,VENTA
F-002651,2025-07-28,75173072-5,SKU-1036,47,422530,Televenta,V-04,VENTA
F-008504,2025-11-03,75804200K,SKU-1025,31,278690,Distribuidor,V-04,VENTA
F-005863,03-10-2025,76502858-K,SKU-1003,57,740430,Distribuidor,V-05,VENTA
F-005625,31/12/25,76.124.429-6,SKU-1032,35,122150,Televenta,V-01,VENTA
F-014411,14-12-2025,72573458-4,SKU-1010,54,2699460,Ecommerce,V-06,VENTA
F-005503,06/11/25,75804200-K,SKU-1017,50,174500,Tienda,V-01,VENTA
F-003586,14-04-2025,775215454,SKU-1028,26,233740,Tienda,V-05,VENTA
F-003059,04/06/25,764769799,SKU-1008,52,675480,Televenta,V-03,VENTA
F-001671,2025-09-22,725734584,SKU-1005,36,899640,Tienda,V-01,VENTA
F-008296,07/12/25,789809806,SKU-1032,10,-89900,Tienda,NULL,VENTA
F-011879,13-02-2025,77.185.397-9,SKU-1003,30,749700,Ecommerce,V-06,VENTA
F-002135,22-10-2025,75804200K,SKU-1027,34,1699660,Tienda,V-05,VENTA
F-001797,2025-03-21,785367027,SKU-1031,18,62820,Televenta,V-01,VENTA
F-001851,03/06/25,76.502.858-K,SKU-1020,41,143090,Televenta,V-04,VENTA
F-008728,2025-02-15,76068682-1,SKU-1033,7,174930,Ecommerce,V-03,VENTA
F-001134,2025-12-22,77521545-4,SKU-1012,44,571560,Televenta,V-06,VENTA
F-002286,2025-03-23,73584180-3,SKU-1005,52,467480,Ecommerce,V-01,VENTA
F-013740,2025-02-03,72.048.560-8,SKU-1017,4,13960,Tienda,V-03,VENTA
F-010516,26-11-2025,73.584.180-3,SKU-1008,1,24990,Tienda,V-02,VENTA
F-009945,24-08-2025,71275970-3,SKU-1032,42,251580,Ecommerce,V-02,VENTA
F-014561,2025-05-04,72048560-8,SKU-1040,47,281530,Distribuidor,V-05,VENTA
F-010245,2025-10-02,75173072-5,SKU-1017,53,317470,Distribuidor,V-02,VENTA
F-001054,2025-04-28,72537492-8,SKU-1024,39,506610,Televenta,V-06,VENTA
F-012747,2025-04-27,72.048.560-8,SKU-1024,16,207840,Distribuidor,V-05,VENTA
F-010041,06/11/25,78934391-2,SKU-1026,10,34900,Tienda,V-04,VENTA
F-013240,2025-07-15,76.068.682-1,SKU-1011,36,1799640,Tienda,V-02,VENTA
F-010826,2025-01-03,77185397-9,SKU-1005,42,377580,Televenta,V-04,VENTA
F-010612,2025-03-14,72537492-8,SKU-1033,15,89850,Ecommerce,V-06,VENTA
F-012558,12-01-2025,79738017-0,SKU-1035,53,105470,Televenta,V-06,VENTA
F-007758,2025-10-22,71.275.970-3,SKU-1021,32,191680,Ecommerce,V-03,VENTA
F-006672,21/06/25,72354411-7,SKU-1029,58,115420,Ecommerce,V-05,VENTA
F-007069,25-01-2025,75346013-K,SKU-1024,48,287520,Tienda,V-02,VENTA
F-012335,2025-12-08,76476979-9,SKU-1010,24,143760,Distribuidor,NULL,VENTA
F-012067,05-07-2025,75.804.200-K,SKU-1024,10,499900,Televenta,V-03,VENTA
F-013201,10-01-2025,75804200-K,SKU-1033,59,205910,Distribuidor,V-05,VENTA
F-012279,2025-12-28,75173072-5,SKU-1040,50,649500,Distribuidor,V-04,VENTA
F-007800,05/12/25,73660589-5,SKU-1008,23,298770,Ecommerce,V-01,VENTA
F-000735,09/11/25,76.068.682-1,SKU-1020,29,57710,Distribuidor,V-02,VENTA
F-012200,07-02-2025,72537492-8,SKU-1007,29,173710,Televenta,V-01,VENTA
F-001987,06/05/25,75173072-5,SKU-1018,42,251580,Distribuidor,V-04,VENTA
F-009634,2025-05-11,76502858-K,SKU-1017,5,124950,Distribuidor,V-01,VENTA
F-003329,2025-04-10,760686821,SKU-1017,11,98890,Tienda,V-01,VENTA
F-011649,10/02/25,73.584.180-3,SKU-1027,10,129900,Televenta,V-05,VENTA
F-009558,2025-07-17,77185397-9,SKU-1018,32,191680,Televenta,V-06,VENTA
F-010979,2025-01-07,79.126.480-2,SKU-1017,11,142890,Tienda,V-04,VENTA
F-002182,07/07/25,73660589-5,SKU-1009,6,20940,Tienda,V-04,VENTA
F-003671,2025-07-23,75.173.072-5,SKU-1004,6,11940,Distribuidor,V-05,VENTA
F-009478,30/01/25,71275970-3,SKU-1012,42,2099580,Televenta,V-03,VENTA
F-006733,25-07-2025,716344818,SKU-1025,41,245590,Tienda,V-05,VENTA
F-003487,09/01/25,73584180-3,SKU-1013,54,485460,Ecommerce,V-01,VENTA
F-011003,2025-04-20,75.346.013-K,SKU-1008,47,2349530,Tienda,V-01,VENTA
F-006527,2025-06-18,75.173.072-5,SKU-1038,6,299940,Televenta,V-03,VENTA
F-010908,2025-01-30,77.185.397-9,SKU-1013,36,1799640,Televenta,V-02,VENTA
F-005771,2025-07-23,761244296,SKU-1033,37,924630,Tienda,V-06,VENTA
F-010322,2025-04-06,76.502.858-K,SKU-1025,36,467640,Ecommerce,V-06,VENTA
F-012176,30-08-2025,71.275.970-3,SKU-1040,17,424830,Ecommerce,V-05,VENTA
F-006818,2025-01-23,78980980-6,SKU-1017,56,1399440,Distribuidor,V-04,VENTA
F-010614,2025-12-06,78980980-6,SKU-1019,41,81590,Distribuidor,V-04,VENTA
F-012118,2025-03-02,75.804.200-K,SKU-1032,2,25980,Distribuidor,V-06,VENTA
F-002611,20-07-2025,79.808.856-2,SKU-1031,35,874650,Ecommerce,V-06,VENTA
F-000489,2025-02-22,76502858-K,SKU-1031,3,149970,Tienda,V-03,VENTA
F-012569,26-09-2025,71275970-3,SKU-1016,50,1249500,Televenta,V-03,VENTA
F-004230,2025-02-03,720485608,SKU-1021,27,674730,Televenta,V-06,VENTA
F-010417,2025-07-29,78536702-7,SKU-1012,36,467640,Ecommerce,V-01,VENTA
F-004141,2025-12-22,75346013-K,SKU-1024,59,205910,Tienda,V-04,VENTA
F-010123,25-09-2025,72.573.458-4,SKU-1039,39,1949610,Televenta,V-04,VENTA
F-005114,30/04/25,78.934.391-2,SKU-1005,53,2649470,NULL,V-06,VENTA
F-000889,21-05-2025,78.934.391-2,SKU-1010,57,198930,Ecommerce,V-01,VENTA
F-005576,2025-10-22,75346013K,SKU-1028,43,1074570,Televenta,V-01,VENTA
F-010604,2025-06-03,77577833-5,SKU-1040,28,251720,Distribuidor,V-06,VENTA
F-000285,01-08-2025,79738017-0,SKU-1013,40,239600,Televenta,V-02,VENTA
F-012765,06-07-2025,725734584,SKU-1018,43,558570,Distribuidor,V-05,VENTA
F-014381,19/10/25,75.173.072-5,SKU-1027,36,467640,Tienda,V-01,VENTA
F-012976,2025-07-16,785367027,SKU-1014,54,1349460,Televenta,V-05,VENTA
F-005927,15-08-2025,77.577.833-5,SKU-1014,35,874650,Tienda,V-03,VENTA
F-003551,2025-08-08,79.738.017-0,SKU-1025,56,111440,Televenta,V-04,VENTA
F-011886,08-06-2025,75173072-5,SKU-1038,42,146580,Distribuidor,V-04,VENTA
F-003759,2025-06-14,751730725,SKU-1005,8,199920,Televenta,V-03,VENTA
F-000392,13-07-2025,78980980-6,SKU-1001,51,458490,Distribuidor,V-04,VENTA
F-010101,2025-12-09,79738017-0,SKU-1036,24,83760,Tienda,NULL,VENTA
F-005231,2025-02-19,72537492-8,SKU-1007,59,2949410,Ecommerce,V-05,VENTA
F-012255,25/03/25,73584180-3,SKU-1022,16,95840,Tienda,V-04,VENTA
F-002942,2025-11-05,75804200K,SKU-1024,45,157050,Tienda,V-05,VENTA
F-002605,11-10-2025,77521545-4,SKU-1030,34,849660,Televenta,V-06,VENTA
F-011989,22/02/25,79126480-2,SKU-1037,59,353410,Televenta,V-04,VENTA
F-003224,2025-04-03,76.068.682-1,SKU-1024,53,184970,Ecommerce,V-04,VENTA
F-014481,2025-07-01,72.537.492-8,SKU-1026,2,3980,Distribuidor,V-01,VENTA
F-009671,2025-12-11,78.536.702-7,SKU-1017,2,99980,Televenta,V-06,VENTA
F-010848,2025-11-30,76497584-4,SKU-1037,56,111440,Televenta,V-03,VENTA
F-006143,03-02-2025,76502858-K,SKU-1021,1,49990,Tienda,V-02,VENTA
F-001245,2025-03-14,72537492-8,SKU-1026,5,44950,Distribuidor,V-06,VENTA
F-013217,2025-06-16,79808856-2,SKU-1017,46,160540,Tienda,V-04,VENTA
F-003835,28/09/25,71634481-8,SKU-1038,31,278690,Distribuidor,V-04,VENTA
F-013076,07-05-2025,71.275.970-3,SKU-1011,5,29950,NULL,V-04,VENTA
F-005593,2025-02-09,75804200K,SKU-1001,23,80270,Distribuidor,V-01,VENTA
F-002028,2025-01-14,71275970-3,SKU-1034,54,188460,Televenta,V-05,VENTA
F-004962,2025-05-26,75346013K,SKU-1012,43,1074570,Distribuidor,V-04,VENTA
F-006699,10-11-2025,760686821,SKU-1033,41,81590,NULL,V-04,VENTA
F-004910,09-02-2025,76124429-6,SKU-1031,34,203660,Distribuidor,V-01,VENTA
F-003684,2025-09-26,78.980.980-6,SKU-1016,8,-199920,Televenta,V-06,VENTA
F-009708,18-10-2025,73.584.180-3,SKU-1010,59,1474410,Televenta,V-06,VENTA
F-004544,2025-06-24,71.275.970-3,SKU-1012,34,67660,Ecommerce,V-05,VENTA
F-011060,2025-05-17,79.808.856-2,SKU-1010,53,317470,Ecommerce,V-04,VENTA
F-000102,2025-08-07,725734584,SKU-1026,36,71640,Televenta,V-03,VENTA
F-011790,06-11-2025,78536702-7,SKU-1011,30,179700,Tienda,V-05,VENTA
F-000537,2025-03-26,771853979,SKU-1031,8,399920,Televenta,V-02,VENTA
F-000754,25/11/25,77521545-4,SKU-1015,19,66310,Ecommerce,V-05,VENTA
F-002234,2025-11-09,71275970-3,SKU-1028,38,493620,Ecommerce,V-03,VENTA
F-004425,28/12/25,72.048.560-8,SKU-1030,50,449500,Distribuidor,NULL,VENTA
F-004730,2025-10-14,725734584,SKU-1023,24,143760,Tienda,NULL,VENTA
F-007106,31/07/25,79.738.017-0,SKU-1020,13,168870,Ecommerce,V-05,VENTA
F-006879,15/01/25,72537492-8,SKU-1035,18,899820,Ecommerce,V-06,VENTA
F-011662,18-11-2025,75804200-K,SKU-1017,16,55840,Tienda,V-06,VENTA
F-011673,10-12-2025,79.126.480-2,SKU-1037,54,1349460,Televenta,NULL,VENTA
F-011080,08-02-2025,78.934.391-2,SKU-1008,47,610530,Distribuidor,V-04,VENTA
F-003777,09-05-2025,79808856-2,SKU-1040,3,10470,Ecommerce,V-02,VENTA
F-006727,08/11/25,79126480-2,SKU-1023,46,413540,Televenta,V-01,VENTA
F-014352,14-03-2025,77185397-9,SKU-1012,1,8990,Distribuidor,V-02,VENTA
F-009211,13-12-2025,79738017-0,SKU-1016,24,1199760,Distribuidor,V-06,VENTA
F-002812,23-11-2025,75346013-K,SKU-1024,56,195440,Tienda,NULL,VENTA
F-001394,2025-04-11,71634481-8,SKU-1016,51,1274490,Televenta,NULL,VENTA
F-001757,2025-08-11,73584180-3,SKU-1012,39,233610,Tienda,V-03,VENTA
F-011803,15/02/25,79.126.480-2,SKU-1031,12,299880,NULL,V-01,VENTA
F-002995,30-12-2025,789809806,SKU-1010,47,610530,Tienda,V-02,VENTA
F-001558,19-06-2025,76.502.858-K,SKU-1029,17,59330,Tienda,V-04,VENTA
F-003788,2025-07-06,72354411-7,SKU-1014,7,90930,Distribuidor,V-02,VENTA
F-006503,2025-12-31,764769799,SKU-1019,26,233740,Televenta,V-03,VENTA
F-011726,09-04-2025,73.584.180-3,SKU-1025,20,999800,Distribuidor,NULL,VENTA
F-004437,2025-05-24,76476979-9,SKU-1016,48,431520,Tienda,V-03,VENTA
F-014587,2025-05-27,76502858K,SKU-1033,12,299880,Televenta,NULL,VENTA
F-010279,2025-09-05,72.354.411-7,SKU-1039,4,13960,Tienda,V-01,VENTA
F-003512,2025-05-27,71.275.970-3,SKU-1004,25,224750,Tienda,V-03,VENTA
F-005392,25-08-2025,76.124.429-6,SKU-1012,50,449500,Tienda,V-01,VENTA
F-012643,2025-12-18,71.275.970-3,SKU-1038,50,99500,Tienda,V-05,VENTA
F-012564,03/07/25,712759703,SKU-1008,17,59330,Televenta,V-05,VENTA
F-008184,23-11-2025,775778335,SKU-1018,41,532590,Ecommerce,V-04,VENTA
F-014118,16/05/25,797380170,SKU-1008,4,35960,Televenta,V-05,VENTA
F-010963,2025-10-13,76.124.429-6,SKU-1008,16,207840,Ecommerce,V-05,VENTA
F-013535,12-09-2025,77.521.545-4,SKU-1024,18,449820,Ecommerce,V-03,VENTA
F-005860,03-02-2025,79808856-2,SKU-1019,39,1949610,Ecommerce,V-01,VENTA
F-004396,21-01-2025,71275970-3,SKU-1006,27,242730,Tienda,V-05,VENTA
F-007246,16-04-2025,76476979-9,SKU-1032,58,202420,Distribuidor,V-02,VENTA
F-011442,14-12-2025,79.126.480-2,SKU-1009,58,521420,NULL,V-03,VENTA
F-003611,2025-09-02,760686821,SKU-1038,24,599760,Tienda,V-03,VENTA
F-005944,2025-11-16,76502858-k,SKU-1030,27,1349730,Distribuidor,V-02,VENTA
F-007251,2025-11-13,76.124.429-6,SKU-1026,56,335440,Distribuidor,V-02,VENTA
F-008173,2025-09-23,75804200K,SKU-1009,43,85570,Distribuidor,NULL,VENTA
F-010867,2025-12-15,72.048.560-8,SKU-1020,25,224750,Televenta,V-05,VENTA
F-007606,2025-04-03,77521545-4,SKU-1028,31,185690,Tienda,V-03,VENTA
F-003518,05/10/25,79.126.480-2,SKU-1023,50,449500,Distribuidor,V-03,VENTA
F-013269,2025-12-11,76.476.979-9,SKU-1033,43,85570,Televenta,V-05,VENTA
F-008940,02/02/25,72573458-4,SKU-1033,24,599760,Televenta,NULL,VENTA
F-013692,2025-07-22,79.808.856-2,SKU-1014,35,1749650,Tienda,V-05,VENTA
F-002096,2025-02-25,79.738.017-0,SKU-1002,52,467480,Ecommerce,V-06,VENTA
F-009600,2025-02-10,725374928,SKU-1022,20,119800,Televenta,V-01,VENTA
F-012422,12-10-2025,78536702-7,SKU-1021,3,26970,Ecommerce,V-04,VENTA
F-008399,2025-07-23,73660589-5,SKU-1002,4,99960,Tienda,V-06,VENTA
F-008070,08-10-2025,75.173.072-5,SKU-1004,54,2699460,Ecommerce,V-05,VENTA
F-007188,2025-11-16,797380170,SKU-1024,53,317470,Tienda,V-01,VENTA
F-012254,26-09-2025,789809806,SKU-1019,34,203660,Distribuidor,V-01,VENTA
F-001877,2025-06-13,76.497.584-4,SKU-1024,8,27920,Tienda,V-05,VENTA
F-008574,02-04-2025,78980980-6,SKU-1030,27,161730,Televenta,V-03,VENTA
F-010768,19/06/25,725734584,SKU-1031,6,149940,Tienda,V-06,VENTA
F-002558,2025-05-20,78.536.702-7,SKU-1009,59,117410,Televenta,V-05,VENTA
F-004842,09-07-2025,75173072-5,SKU-1032,58,202420,Distribuidor,V-06,VENTA
F-012933,2025-05-20,76.502.858-K,SKU-1009,27,-350730,Ecommerce,V-03,VENTA
F-005672,2025-07-22,760686821,SKU-1007,25,324750,Distribuidor,V-02,VENTA
F-012711,2025-03-30,72573458-4,SKU-1017,32,287680,NULL,V-06,VENTA
F-004512,2025-12-01,76.476.979-9,SKU-1039,35,209650,Tienda,V-03,VENTA
F-000112,2025-04-19,73660589-5,SKU-1027,39,350610,Tienda,V-02,VENTA
F-014275,2025-04-21,77577833-5,SKU-1029,24,143760,Televenta,V-03,VENTA
F-001517,19-05-2025,77577833-5,SKU-1009,4,7960,Televenta,V-05,VENTA
F-013514,25/06/25,79738017-0,SKU-1035,17,59330,Ecommerce,V-06,VENTA
F-013770,06/03/25,78980980-6,SKU-1027,44,571560,Ecommerce,V-02,VENTA
F-001803,16-06-2025,76.497.584-4,SKU-1018,38,75620,Ecommerce,V-04,VENTA
F-014311,2025-01-10,72354411-7,SKU-1014,52,2599480,Tienda,V-02,VENTA
F-014271,2025-04-11,72573458-4,SKU-1031,58,202420,Tienda,V-03,VENTA
F-008046,2025-11-19,71634481-8,SKU-1027,8,103920,Ecommerce,V-01,VENTA
F-010078,2025-02-19,73.660.589-5,SKU-1004,46,413540,Distribuidor,V-02,VENTA
F-009745,2025-10-16,71.634.481-8,SKU-1038,40,1999600,Distribuidor,V-03,VENTA
F-003986,2025-03-08,78980980-6,SKU-1035,57,198930,Ecommerce,V-05,VENTA
F-011108,2025-09-23,73.584.180-3,SKU-1014,11,65890,Ecommerce,V-05,VENTA
F-014576,19/10/25,72.537.492-8,SKU-1039,10,89900,Ecommerce,V-02,VENTA
F-012688,2025-02-24,77185397-9,SKU-1030,3,74970,Ecommerce,V-06,VENTA
F-004841,2025-07-14,79738017-0,SKU-1033,37,1849630,Televenta,V-02,VENTA
F-014229,2025-10-16,77185397-9,SKU-1010,7,349930,Tienda,V-05,VENTA
F-001270,2025-01-08,76.068.682-1,SKU-1029,7,41930,Ecommerce,V-01,VENTA
F-005499,2025-04-08,77521545-4,SKU-1040,53,105470,Televenta,V-04,VENTA
F-008941,2025-12-08,76068682-1,SKU-1012,10,34900,Ecommerce,V-06,VENTA
F-012696,2025-01-01,78.536.702-7,SKU-1032,10,249900,Ecommerce,V-01,VENTA
F-012199,17-05-2025,798088562,SKU-1025,54,188460,Ecommerce,V-01,VENTA
F-011966,2025-03-10,76497584-4,SKU-1033,18,107820,Distribuidor,V-03,VENTA
F-007982,2025-04-07,76497584-4,SKU-1016,3,149970,Distribuidor,V-06,VENTA
F-002258,15/11/25,71275970-3,SKU-1003,56,503440,Ecommerce,V-02,VENTA
F-009298,23-06-2025,78536702-7,SKU-1009,16,799840,Distribuidor,V-01,VENTA
F-005225,2025-11-22,73584180-3,SKU-1013,9,80910,Televenta,NULL,VENTA
F-012126,2025-12-01,78980980-6,SKU-1034,54,323460,Ecommerce,V-01,VENTA
F-002487,16/12/25,72048560-8,SKU-1037,25,1249750,Televenta,V-06,VENTA
F-004494,13/01/25,79.808.856-2,SKU-1023,17,59330,Ecommerce,V-03,VENTA
F-010393,2025-03-06,75173072-5,SKU-1017,21,188790,Ecommerce,V-01,VENTA
F-006703,06/04/25,72537492-8,SKU-1004,24,599760,Ecommerce,V-04,VENTA
F-009037,2025-04-07,79126480-2,SKU-1003,26,51740,Televenta,V-04,VENTA
F-012301,16-07-2025,71.634.481-8,SKU-1008,30,269700,Distribuidor,V-02,VENTA
F-011153,2025-01-27,76476979-9,SKU-1033,24,47760,Distribuidor,V-02,VENTA
F-014247,20/05/25,75804200-K,SKU-1017,13,168870,Distribuidor,V-04,VENTA
F-007873,2025-06-11,78.980.980-6,SKU-1037,15,194850,Tienda,V-05,VENTA
F-013149,08-09-2025,76068682-1,SKU-1024,33,296670,Televenta,NULL,VENTA
F-011600,21-10-2025,72.048.560-8,SKU-1026,23,80270,NULL,V-04,VENTA
F-006417,2025-12-18,79.126.480-2,SKU-1018,12,599880,Ecommerce,NULL,VENTA
F-003031,08/08/25,76068682-1,SKU-1009,14,181860,Distribuidor,V-06,VENTA
F-009554,25-06-2025,76068682-1,SKU-1037,18,449820,Tienda,V-01,VENTA
F-002824,2025-01-31,76502858-K,SKU-1024,50,2499500,Ecommerce,V-06,VENTA
F-000503,11-11-2025,77.185.397-9,SKU-1007,19,949810,Distribuidor,V-01,VENTA
F-006083,21-10-2025,73660589-5,SKU-1019,45,1124550,Televenta,V-06,VENTA
F-011863,24-01-2025,76497584-4,SKU-1033,1,24990,Televenta,V-04,VENTA
F-011964,2025-07-13,78980980-6,SKU-1036,22,285780,Televenta,NULL,VENTA
F-009984,23-03-2025,78.980.980-6,SKU-1039,37,332630,Distribuidor,NULL,VENTA
F-001880,24-05-2025,71275970-3,SKU-1039,35,874650,Televenta,V-03,VENTA
F-011953,2025-07-09,72048560-8,SKU-1040,59,530410,Televenta,NULL,VENTA
F-013884,26-07-2025,771853979,SKU-1033,38,75620,Distribuidor,V-05,VENTA
F-009849,2025-02-26,72.537.492-8,SKU-1028,45,269550,Ecommerce,V-03,VENTA
F-009248,02-10-2025,79126480-2,SKU-1018,35,69650,Distribuidor,V-01,VENTA
F-013953,23-06-2025,76.124.429-6,SKU-1009,56,727440,Televenta,V-02,VENTA
F-007514,2025-12-26,79808856-2,SKU-1001,39,506610,Distribuidor,V-06,VENTA
F-001451,23/10/25,75.173.072-5,SKU-1007,33,428670,Tienda,V-05,VENTA
F-005504,17-11-2025,72.537.492-8,SKU-1019,13,77870,Distribuidor,V-04,VENTA
F-003151,2025-11-30,77.521.545-4,SKU-1040,55,109450,Distribuidor,V-01,VENTA
F-002326,2025-12-25,79.808.856-2,SKU-1028,52,103480,Tienda,V-01,VENTA
F-004703,02-06-2025,720485608,SKU-1036,44,87560,Tienda,V-05,VENTA
F-004203,2025-11-18,77185397-9,SKU-1004,43,1074570,Ecommerce,V-06,VENTA
F-013399,13-05-2025,76.497.584-4,SKU-1035,55,109450,Televenta,V-04,VENTA
F-005744,2025-08-14,76.476.979-9,SKU-1026,53,1324470,NULL,V-01,VENTA
F-003620,2025-11-24,716344818,SKU-1038,48,1199520,Distribuidor,V-01,VENTA
F-011982,24-06-2025,716344818,SKU-1031,34,849660,Distribuidor,V-06,VENTA
F-002805,17/06/25,789343912,SKU-1039,2,3980,Televenta,V-01,VENTA
F-010502,2025-01-24,77.577.833-5,SKU-1029,42,83580,NULL,NULL,VENTA
F-008364,2025-12-01,78934391-2,SKU-1031,54,107460,Televenta,V-04,VENTA
F-012844,03-01-2025,751730725,SKU-1036,1,24990,Distribuidor,V-01,VENTA
F-008363,2025-08-07,72537492-8,SKU-1024,38,132620,Ecommerce,V-02,VENTA
F-014767,17-05-2025,723544117,SKU-1038,23,574770,Distribuidor,V-01,VENTA
F-006839,2025-03-12,76502858-K,SKU-1033,17,152830,Tienda,V-01,VENTA
F-007288,2025-08-05,75.173.072-5,SKU-1021,49,1224510,Distribuidor,V-06,VENTA
F-014586,2025-08-15,76.068.682-1,SKU-1003,38,75620,Tienda,V-01,VENTA
F-007004,07-11-2025,764975844,SKU-1022,54,1349460,Televenta,V-03,VENTA
F-000643,11-05-2025,76497584-4,SKU-1013,23,80270,Tienda,V-02,VENTA
F-005181,05-04-2025,75346013-K,SKU-1011,7,13930,Distribuidor,V-04,VENTA
F-007154,2025-02-12,71634481-8,SKU-1039,54,188460,Televenta,V-01,VENTA
F-006323,05-06-2025,76.124.429-6,SKU-1014,54,-323460,Televenta,V-06,VENTA
F-007717,2025-09-28,77521545-4,SKU-1018,19,170810,NULL,V-03,VENTA
F-001040,2025-02-22,73.660.589-5,SKU-1007,10,89900,Distribuidor,V-01,VENTA
F-000590,2025-04-04,78980980-6,SKU-1030,5,29950,Distribuidor,V-03,VENTA
F-006056,2025-12-14,75346013-k,SKU-1031,23,298770,Televenta,V-01,VENTA
F-005824,2025-10-20,77.185.397-9,SKU-1025,24,143760,NULL,NULL,VENTA
F-005883,27/06/25,76068682-1,SKU-1026,49,97510,Distribuidor,V-02,VENTA
F-007842,2025-04-19,789343912,SKU-1002,4,99960,Distribuidor,V-04,VENTA
F-000336,2025-12-06,78.536.702-7,SKU-1002,15,374850,Televenta,V-02,VENTA
F-010653,20/12/25,77185397-9,SKU-1028,13,324870,Televenta,NULL,VENTA
F-006642,2025-12-06,76502858-K,SKU-1011,47,2349530,Tienda,V-02,VENTA
F-005728,05-03-2025,78.536.702-7,SKU-1018,5,17450,Tienda,V-01,VENTA
F-000575,2025-03-30,79.808.856-2,SKU-1024,10,19900,Distribuidor,V-02,VENTA
F-008864,2025-05-30,75804200-K,SKU-1018,57,341430,Televenta,V-02,VENTA
F-008556,2025-02-11,76497584-4,SKU-1012,38,493620,Ecommerce,V-04,VENTA
F-003919,09-03-2025,75346013-K,SKU-1031,39,136110,Distribuidor,V-02,VENTA
F-010544,25-11-2025,75.173.072-5,SKU-1004,60,1499400,Ecommerce,V-01,VENTA
F-008874,2025-02-04,76.124.429-6,SKU-1019,54,701460,Distribuidor,V-06,VENTA
F-001800,2025-12-07,73.584.180-3,SKU-1004,31,402690,Televenta,V-06,VENTA
F-013026,09/09/25,78.536.702-7,SKU-1031,59,353410,Tienda,V-02,VENTA
F-000571,10/08/25,78980980-6,SKU-1040,39,1949610,Televenta,V-05,VENTA
F-014002,2025-11-26,76497584-4,SKU-1029,3,26970,Distribuidor,V-03,VENTA
F-001397,2025-06-05,77185397-9,SKU-1007,43,85570,Ecommerce,V-05,VENTA
F-013267,10/07/25,72.573.458-4,SKU-1005,15,89850,Tienda,V-06,VENTA
F-014419,2025-02-26,77.185.397-9,SKU-1004,38,1899620,Televenta,V-01,VENTA
F-000364,2025-12-13,72573458-4,SKU-1022,43,257570,NULL,V-02,VENTA
F-002588,14-09-2025,76476979-9,SKU-1039,54,188460,Ecommerce,V-04,VENTA
F-011825,2025-08-22,798088562,SKU-1009,27,94230,Distribuidor,V-02,VENTA
F-000808,2025-10-14,72.537.492-8,SKU-1018,25,87250,Televenta,V-04,VENTA
F-003761,2025-10-28,76068682-1,SKU-1004,7,24430,Televenta,V-05,VENTA
F-012862,2025-04-23,76476979-9,SKU-1002,40,519600,Tienda,V-06,VENTA
F-007175,2025-12-18,77.577.833-5,SKU-1001,54,188460,Distribuidor,V-04,VENTA
